id,value,color,number
APPLICATIONS,
APPLICATIONS.EDUCATION,
APPLICATIONS.EDUCATION.UNIVERSITY,
APPLICATIONS.EDUCATION.UNIVERSITY.TOP HAT,0.13, #808080, 1
APPLICATIONS.EDUCATION.LEARNING,
APPLICATIONS.EDUCATION.LEARNING.KHAN ACADEMY,0, #2E2575, 2
APPLICATIONS.ENTERTAINMENT,
APPLICATIONS.ENTERTAINMENT.VIDEO,
APPLICATIONS.ENTERTAINMENT.VIDEO.YOUTUBE,23,#2E2575, 3
APPLICATIONS.ENTERTAINMENT.VIDEO.NETFLIX,0.32,#2E2575, 4
APPLICATIONS.ENTERTAINMENT.STEAM,0,#2E2575, 5
APPLICATIONS.ENTERTAINMENT.ATOM,0.01,#2E2575, 6
APPLICATIONS.FINANCE,
APPLICATIONS.FINANCE.BUDGETING,
APPLICATIONS.FINANCE.BUDGETING.BUDGIE,0,#2E2575, 7
APPLICATIONS.FINANCE.PC FINANCIAL,4.29,#2E2575, 8
APPLICATIONS.FOOD & DRINK,
APPLICATIONS.FOOD & DRINK.COUPONS,
APPLICATIONS.FOOD & DRINK.COUPONS.MCDONALDS,0.14,#2E2575, 9
APPLICATIONS.FOOD & DRINK.COUPONS.A&W,0.1,#2E2575, 10
APPLICATIONS.FOOD & DRINK.POINTS,
APPLICATIONS.FOOD & DRINK.POINTS.PC PLUS,20.83,#2E2575, 11
APPLICATIONS.GAMES,
APPLICATIONS.GAMES.ARCADE,
APPLICATIONS.GAMES.ARCADE.COOKING MAMA,0,#2E2575, 12
APPLICATIONS.GAMES.ARCADE.BLOONS TOWER DEFENSE,0,#2E2575, 13
APPLICATIONS.GAMES.PUZZLE,
APPLICATIONS.GAMES.PUZZLE.SUDOKU,0.01,#2E2575, 14
APPLICATIONS.GAMES.PUZZLE.AQUEDUCTS,0.02,#2E2575, 15
APPLICATIONS.GAMES.ROLE PLAYING,
APPLICATIONS.GAMES.ROLE PLAYING.CHEF WARS,0,#2E2575, 16
APPLICATIONS.GAMES.COLLECTOR,
APPLICATIONS.GAMES.COLLECTOR.ANIMALS,
APPLICATIONS.GAMES.COLLECTOR.ANIMALS.KLEPTO-CATS,0,#2E2575, 17
APPLICATIONS.GAMES.COLLECTOR.ANIMALS.NEKO ATSUME,8.23,#2E2575, 18
APPLICATIONS.GAMES.COLLECTOR.POKEMON GO,134,#2E2575, 19
APPLICATIONS.GAMES.COLLECTOR.NOTICE ME SENPAI,0,#2E2575, 20
APPLICATIONS.GAMES.ADVENTURE,
APPLICATIONS.GAMES.ADVENTURE.MINECRAFT,0,#2E2575, 21
APPLICATIONS.GAMES.SIMULATION,
APPLICATIONS.GAMES.SIMULATION.REAL-TIME,
APPLICATIONS.GAMES.SIMULATION.REAL-TIME.BAKERY STORY,0,#2E2575, 22
APPLICATIONS.GAMES.SIMULATION.REAL-TIME.DRAGON CITY,2.87,#2E2575, 23
APPLICATIONS.GAMES.SIMULATION.FIRE-EMBLEM HEROES,0,#2E2575, 24
APPLICATIONS.GAMES.SIMULATION.THE SIMS,0.05,#2E2575, 25
APPLICATIONS.GAMES.SIMULATION.LEGENDARY CASTLE,0,#2E2575, 26
APPLICATIONS.HEALTH,
APPLICATIONS.HEALTH.TRACKING,
APPLICATIONS.HEALTH.TRACKING.DIET,
APPLICATIONS.HEALTH.TRACKING.DIET.FITSUM,0,#2E2575, 27
APPLICATIONS.HEALTH.TRACKING.STEPS,
APPLICATIONS.HEALTH.TRACKING.STEPS.FITBIT,8,#2E2575, 28
APPLICATIONS.HEALTH.PERIOD DIARY,0.02,#2E2575, 29
APPLICATIONS.SHOPPING,
APPLICATIONS.SHOPPING.CLOTHING,
APPLICATIONS.SHOPPING.CLOTHING.H&M,0,#2E2575, 30
APPLICATIONS.SHOPPING.CLOTHING.ZARA,0,#2E2575, 31
APPLICATIONS.SHOPPING.DEALS,
APPLICATIONS.SHOPPING.DEALS.GROUPON,0,#2E2575, 32
APPLICATIONS.SHOPPING.DEALS.SPC CARD,0,#2E2575, 33
APPLICATIONS.SHOPPING.OTHER,
APPLICATIONS.SHOPPING.OTHER.SHOPPERS DRUG MART,0.18,#2E2575, 34
APPLICATIONS.SHOPPING.OTHER.MICHAELS,0,#2E2575, 35
APPLICATIONS.SHOPPING.OTHER.IKEA CATALOGUE,0.3,#2E2575, 36
APPLICATIONS.MUSIC,
APPLICATIONS.MUSIC.SPOTIFY,0,#2E2575, 37
APPLICATIONS.MUSIC.GOOGLE MUSIC,28,#ff432d, 38
APPLICATIONS.PRODUCTIVITY,
APPLICATIONS.PRODUCTIVITY.NOTES,
APPLICATIONS.PRODUCTIVITY.NOTES.GOOGLE DOCS,0.287,#2E2575, 39
APPLICATIONS.PRODUCTIVITY.NOTES.MONOSPACE,0,#2E2575, 40
APPLICATIONS.PRODUCTIVITY.NOTES.KEEP,0,#2E2575, 41
APPLICATIONS.PRODUCTIVITY.TO DO LIST,0.03,#2E2575, 42
APPLICATIONS.SOCIAL,
APPLICATIONS.SOCIAL.MESSAGING,
APPLICATIONS.SOCIAL.MESSAGING.WHATSAPP,10,#2E2575, 43
APPLICATIONS.SOCIAL.MESSAGING.LINE,80,#2E2575, 44
APPLICATIONS.SOCIAL.MESSAGING.FB MESSENGER,102,#2E2575, 45
APPLICATIONS.SOCIAL.FORUM,
APPLICATIONS.SOCIAL.FORUM.SCHOOL,
APPLICATIONS.SOCIAL.FORUM.SCHOOL.SLACK,68,#2E2575, 46
APPLICATIONS.SOCIAL.FORUM.FRIENDS,
APPLICATIONS.SOCIAL.FORUM.FRIENDS.DISCORD,23,#2E2575, 47
APPLICATIONS.SOCIAL.PHOTOS,
APPLICATIONS.SOCIAL.PHOTOS.INSTAGRAM,189,#2E2575, 48
APPLICATIONS.SOCIAL.PHOTOS.SNAPCHAT,175,#2E2575, 49
APPLICATIONS.SOCIAL.FACEBOOK,80,#2E2575, 50
APPLICATIONS.SOCIAL.EMAIL,
APPLICATIONS.SOCIAL.EMAIL.OUTLOOK,1.93,#2E2575, 51
APPLICATIONS.SOCIAL.EMAIL.GMAIL,2,#2E2575, 52
APPLICATIONS.WEATHER,
APPLICATIONS.WEATHER.GOOGLE WEATHER,0.02,#2E2575, 53
APPLICATIONS.OTHER,
APPLICATIONS.OTHER.GOOGLE,
APPLICATIONS.OTHER.GOOGLE.GOOGLE DRIVE,2.3,#2E2575, 54
APPLICATIONS.OTHER.GOOGLE.GOOGLE PHOTOS,2.3,#2E2575, 55
APPLICATIONS.OTHER.TRANSIT,
APPLICATIONS.OTHER.TRANSIT.CALGARY TRANSIT,28.2,#2E2575, 56
APPLICATIONS.OTHER.CHROME,156,#2E2575, 57